ONTOLOGY	ID	Description	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:2000001	regulation of DNA damage checkpoint	25/18614	0.018646235	0.072145981	0.037019174	MAP3K20	1
BP	GO:2000679	positive regulation of transcription regulatory region DNA binding	25/18614	0.018646235	0.072145981	0.037019174	FOXC1	1
BP	GO:0035994	response to muscle stretch	26/18614	0.019385326	0.072853867	0.037382401	CDH2	1
BP	GO:0048596	embryonic camera-type eye morphogenesis	26/18614	0.019385326	0.072853867	0.037382401	CITED2	1
BP	GO:0048745	smooth muscle tissue development	26/18614	0.019385326	0.072853867	0.037382401	SRF	1
BP	GO:0060343	trabecula formation	26/18614	0.019385326	0.072853867	0.037382401	SRF	1
BP	GO:0060561	apoptotic process involved in morphogenesis	26/18614	0.019385326	0.072853867	0.037382401	FOXC1	1
BP	GO:0072010	glomerular epithelium development	26/18614	0.019385326	0.072853867	0.037382401	FOXC1	1
BP	GO:2000773	negative regulation of cellular senescence	26/18614	0.019385326	0.072853867	0.037382401	HMGA2	1
BP	GO:0001666	response to hypoxia	293/18614	0.019834317	0.073814462	0.037875296	SRF/CITED2	2
BP	GO:0048562	embryonic organ morphogenesis	294/18614	0.019961623	0.073814462	0.037875296	SRF/CITED2	2
BP	GO:0001783	B cell apoptotic process	27/18614	0.020123899	0.073814462	0.037875296	CRKL	1
BP	GO:0042537	benzene-containing compound metabolic process	27/18614	0.020123899	0.073814462	0.037875296	CYP1B1	1
BP	GO:0046618	xenobiotic export from cell	27/18614	0.020123899	0.073814462	0.037875296	MIR186	1
BP	GO:2001032	regulation of double-strand break repair via nonhomologous end joining	27/18614	0.020123899	0.073814462	0.037875296	HMGA2	1
BP	GO:0051146	striated muscle cell differentiation	297/18614	0.020345642	0.073978914	0.037959679	CDH2/SRF	2
BP	GO:0030522	intracellular receptor signaling pathway	299/18614	0.020603403	0.073978914	0.037959679	CRKL/CITED2	2
BP	GO:0001702	gastrulation with mouth forming second	28/18614	0.020861956	0.073978914	0.037959679	SRF	1
BP	GO:0045606	positive regulation of epidermal cell differentiation	28/18614	0.020861956	0.073978914	0.037959679	FOXC1	1
BP	GO:0070269	pyroptosis	28/18614	0.020861956	0.073978914	0.037959679	MAP3K20	1
BP	GO:0098698	postsynaptic specialization assembly	28/18614	0.020861956	0.073978914	0.037959679	CRKL	1
BP	GO:0097193	intrinsic apoptotic signaling pathway	301/18614	0.020862556	0.073978914	0.037959679	MIR186/CYP1B1	2
BP	GO:0034249	negative regulation of amide metabolic process	304/18614	0.021253888	0.073978914	0.037959679	MIR186/MIR148A	2
BP	GO:0036293	response to decreased oxygen levels	306/18614	0.021516506	0.073978914	0.037959679	SRF/CITED2	2
BP	GO:0003156	regulation of animal organ formation	29/18614	0.021599497	0.073978914	0.037959679	CITED2	1
BP	GO:0010575	positive regulation of vascular endothelial growth factor production	29/18614	0.021599497	0.073978914	0.037959679	CYP1B1	1
BP	GO:0030878	thyroid gland development	29/18614	0.021599497	0.073978914	0.037959679	SRF	1
BP	GO:1902430	negative regulation of amyloid-beta formation	29/18614	0.021599497	0.073978914	0.037959679	MIR186	1
BP	GO:0043588	skin development	308/18614	0.021780501	0.073978914	0.037959679	SRF/FOXC1	2
BP	GO:2001020	regulation of response to DNA damage stimulus	311/18614	0.022179071	0.073978914	0.037959679	MAP3K20/HMGA2	2
BP	GO:0021602	cranial nerve morphogenesis	30/18614	0.022336522	0.073978914	0.037959679	CITED2	1
BP	GO:0032372	negative regulation of sterol transport	30/18614	0.022336522	0.073978914	0.037959679	MIR148A	1
BP	GO:0032375	negative regulation of cholesterol transport	30/18614	0.022336522	0.073978914	0.037959679	MIR148A	1
BP	GO:0034698	response to gonadotropin	30/18614	0.022336522	0.073978914	0.037959679	CYP1B1	1
BP	GO:0039694	viral RNA genome replication	30/18614	0.022336522	0.073978914	0.037959679	HMGA2	1
BP	GO:0055022	negative regulation of cardiac muscle tissue growth	30/18614	0.022336522	0.073978914	0.037959679	CITED2	1
BP	GO:0061117	negative regulation of heart growth	30/18614	0.022336522	0.073978914	0.037959679	CITED2	1
BP	GO:0071480	cellular response to gamma radiation	30/18614	0.022336522	0.073978914	0.037959679	MAP3K20	1
BP	GO:1901798	positive regulation of signal transduction by p53 class mediator	30/18614	0.022336522	0.073978914	0.037959679	MIR186	1
BP	GO:0030198	extracellular matrix organization	314/18614	0.022580719	0.073978914	0.037959679	CYP1B1/FOXC1	2
BP	GO:0043062	extracellular structure organization	315/18614	0.022715284	0.073978914	0.037959679	CYP1B1/FOXC1	2
BP	GO:0010948	negative regulation of cell cycle process	317/18614	0.022985432	0.073978914	0.037959679	MAP3K20/CCNG1	2
BP	GO:0045229	external encapsulating structure organization	317/18614	0.022985432	0.073978914	0.037959679	CYP1B1/FOXC1	2
BP	GO:0001945	lymph vessel development	31/18614	0.023073031	0.073978914	0.037959679	FOXC1	1
BP	GO:0001958	endochondral ossification	31/18614	0.023073031	0.073978914	0.037959679	FOXC1	1
BP	GO:0003309	type B pancreatic cell differentiation	31/18614	0.023073031	0.073978914	0.037959679	CDH2	1
BP	GO:0036075	replacement ossification	31/18614	0.023073031	0.073978914	0.037959679	FOXC1	1
BP	GO:0045987	positive regulation of smooth muscle contraction	31/18614	0.023073031	0.073978914	0.037959679	SRF	1
BP	GO:0051491	positive regulation of filopodium assembly	31/18614	0.023073031	0.073978914	0.037959679	SRF	1
BP	GO:0060292	long-term synaptic depression	31/18614	0.023073031	0.073978914	0.037959679	SRF	1
BP	GO:0095500	acetylcholine receptor signaling pathway	31/18614	0.023073031	0.073978914	0.037959679	CRKL	1
BP	GO:0042063	gliogenesis	320/18614	0.023393196	0.074744114	0.038352315	CRKL/CDH2	2
BP	GO:0010669	epithelial structure maintenance	32/18614	0.023809025	0.075027065	0.038497501	SRF	1
BP	GO:0046685	response to arsenic-containing substance	32/18614	0.023809025	0.075027065	0.038497501	CYP1B1	1
BP	GO:0060055	angiogenesis involved in wound healing	32/18614	0.023809025	0.075027065	0.038497501	SRF	1
BP	GO:0061384	heart trabecula morphogenesis	32/18614	0.023809025	0.075027065	0.038497501	SRF	1
BP	GO:0021772	olfactory bulb development	33/18614	0.024544504	0.076038211	0.039016335	SRF	1
BP	GO:0045684	positive regulation of epidermis development	33/18614	0.024544504	0.076038211	0.039016335	FOXC1	1
BP	GO:0048384	retinoic acid receptor signaling pathway	33/18614	0.024544504	0.076038211	0.039016335	CRKL	1
BP	GO:1902992	negative regulation of amyloid precursor protein catabolic process	33/18614	0.024544504	0.076038211	0.039016335	MIR186	1
BP	GO:1905145	cellular response to acetylcholine	33/18614	0.024544504	0.076038211	0.039016335	CRKL	1
BP	GO:0070482	response to oxygen levels	333/18614	0.025195097	0.076424817	0.039214708	SRF/CITED2	2
BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	34/18614	0.025279469	0.076424817	0.039214708	CITED2	1
BP	GO:0034383	low-density lipoprotein particle clearance	34/18614	0.025279469	0.076424817	0.039214708	MIR148A	1
BP	GO:0034405	response to fluid shear stress	34/18614	0.025279469	0.076424817	0.039214708	CITED2	1
BP	GO:0060563	neuroepithelial cell differentiation	34/18614	0.025279469	0.076424817	0.039214708	CDH2	1
BP	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	34/18614	0.025279469	0.076424817	0.039214708	CITED2	1
BP	GO:2000780	negative regulation of double-strand break repair	34/18614	0.025279469	0.076424817	0.039214708	HMGA2	1
BP	GO:0060562	epithelial tube morphogenesis	334/18614	0.025336035	0.076424817	0.039214708	SRF/CITED2	2
BP	GO:0001893	maternal placenta development	35/18614	0.026013919	0.076703421	0.039357664	CITED2	1
BP	GO:0007095	mitotic G2 DNA damage checkpoint signaling	35/18614	0.026013919	0.076703421	0.039357664	CCNG1	1
BP	GO:0021988	olfactory lobe development	35/18614	0.026013919	0.076703421	0.039357664	SRF	1
BP	GO:0045773	positive regulation of axon extension	35/18614	0.026013919	0.076703421	0.039357664	SRF	1
BP	GO:0048048	embryonic eye morphogenesis	35/18614	0.026013919	0.076703421	0.039357664	CITED2	1
BP	GO:0048333	mesodermal cell differentiation	35/18614	0.026013919	0.076703421	0.039357664	HMGA2	1
BP	GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	35/18614	0.026013919	0.076703421	0.039357664	MIR186	1
BP	GO:0001569	branching involved in blood vessel morphogenesis	36/18614	0.026747856	0.077619568	0.039827753	SRF	1
BP	GO:0002068	glandular epithelial cell development	36/18614	0.026747856	0.077619568	0.039827753	CDH2	1
BP	GO:0010984	regulation of lipoprotein particle clearance	36/18614	0.026747856	0.077619568	0.039827753	MIR148A	1
BP	GO:0045738	negative regulation of DNA repair	36/18614	0.026747856	0.077619568	0.039827753	HMGA2	1
BP	GO:1905144	response to acetylcholine	36/18614	0.026747856	0.077619568	0.039827753	CRKL	1
BP	GO:0007616	long-term memory	37/18614	0.027481278	0.078019605	0.040033018	SRF	1
BP	GO:0031076	embryonic camera-type eye development	37/18614	0.027481278	0.078019605	0.040033018	CITED2	1
BP	GO:0035883	enteroendocrine cell differentiation	37/18614	0.027481278	0.078019605	0.040033018	CDH2	1
BP	GO:0035909	aorta morphogenesis	37/18614	0.027481278	0.078019605	0.040033018	SRF	1
BP	GO:0046466	membrane lipid catabolic process	37/18614	0.027481278	0.078019605	0.040033018	CYP1B1	1
BP	GO:0048536	spleen development	37/18614	0.027481278	0.078019605	0.040033018	CITED2	1
BP	GO:0048854	brain morphogenesis	37/18614	0.027481278	0.078019605	0.040033018	CDH2	1
BP	GO:0007517	muscle organ development	351/18614	0.027782139	0.078630314	0.040346381	CITED2/FOXC1	2
BP	GO:0043368	positive T cell selection	38/18614	0.028214188	0.078905429	0.040487547	SRF	1
BP	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	38/18614	0.028214188	0.078905429	0.040487547	CITED2	1
BP	GO:0097106	postsynaptic density organization	38/18614	0.028214188	0.078905429	0.040487547	CDH2	1
BP	GO:0045787	positive regulation of cell cycle	354/18614	0.028223534	0.078905429	0.040487547	MAP3K20/CITED2	2
BP	GO:1901990	regulation of mitotic cell cycle phase transition	357/18614	0.028667814	0.079287916	0.040683807	MAP3K20/CCNG1	2
BP	GO:0030851	granulocyte differentiation	39/18614	0.028946585	0.079287916	0.040683807	CITED2	1
BP	GO:0045616	regulation of keratinocyte differentiation	39/18614	0.028946585	0.079287916	0.040683807	FOXC1	1
BP	GO:0046621	negative regulation of organ growth	39/18614	0.028946585	0.079287916	0.040683807	CITED2	1
BP	GO:0097242	amyloid-beta clearance	39/18614	0.028946585	0.079287916	0.040683807	SRF	1
BP	GO:0098926	postsynaptic signal transduction	39/18614	0.028946585	0.079287916	0.040683807	CRKL	1
BP	GO:0031589	cell-substrate adhesion	359/18614	0.028965596	0.079287916	0.040683807	CRKL/SRF	2
BP	GO:0008210	estrogen metabolic process	40/18614	0.029678469	0.080280696	0.041193217	CYP1B1	1
BP	GO:0032570	response to progesterone	40/18614	0.029678469	0.080280696	0.041193217	CYP1B1	1
BP	GO:0035886	vascular associated smooth muscle cell differentiation	40/18614	0.029678469	0.080280696	0.041193217	SRF	1
BP	GO:1901532	regulation of hematopoietic progenitor cell differentiation	40/18614	0.029678469	0.080280696	0.041193217	FOXC1	1
BP	GO:0098751	bone cell development	41/18614	0.030409841	0.081470014	0.041803474	SRF	1
BP	GO:0140467	integrated stress response signaling	41/18614	0.030409841	0.081470014	0.041803474	MAP3K20	1
BP	GO:1902742	apoptotic process involved in development	41/18614	0.030409841	0.081470014	0.041803474	FOXC1	1
BP	GO:0071900	regulation of protein serine/threonine kinase activity	369/18614	0.030473517	0.081470014	0.041803474	HMGA2/CCNG1	2
BP	GO:0010631	epithelial cell migration	371/18614	0.030778875	0.082047176	0.042099624	SRF/CYP1B1	2
BP	GO:0090132	epithelium migration	374/18614	0.031239254	0.083033031	0.042605481	SRF/CYP1B1	2
BP	GO:0006284	base-excision repair	43/18614	0.031871049	0.083264251	0.042724124	HMGA2	1
BP	GO:0031670	cellular response to nutrient	43/18614	0.031871049	0.083264251	0.042724124	SRF	1
BP	GO:0051150	regulation of smooth muscle cell differentiation	43/18614	0.031871049	0.083264251	0.042724124	SRF	1
BP	GO:0060412	ventricular septum morphogenesis	43/18614	0.031871049	0.083264251	0.042724124	CITED2	1
BP	GO:0071364	cellular response to epidermal growth factor stimulus	43/18614	0.031871049	0.083264251	0.042724124	FOXC1	1
BP	GO:0071548	response to dexamethasone	43/18614	0.031871049	0.083264251	0.042724124	CYP1B1	1
BP	GO:0090130	tissue migration	379/18614	0.032012761	0.08339688	0.042792177	SRF/CYP1B1	2
BP	GO:0030261	chromosome condensation	44/18614	0.032600886	0.083505622	0.042847975	HMGA2	1
BP	GO:0032924	activin receptor signaling pathway	44/18614	0.032600886	0.083505622	0.042847975	CITED2	1
BP	GO:0043620	regulation of DNA-templated transcription in response to stress	44/18614	0.032600886	0.083505622	0.042847975	CITED2	1
BP	GO:0045214	sarcomere organization	44/18614	0.032600886	0.083505622	0.042847975	SRF	1
BP	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	44/18614	0.032600886	0.083505622	0.042847975	CRKL	1
BP	GO:2000249	regulation of actin cytoskeleton reorganization	44/18614	0.032600886	0.083505622	0.042847975	MIR335	1
BP	GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	45/18614	0.033330213	0.085135947	0.043684518	CYP1B1	1
BP	GO:0014911	positive regulation of smooth muscle cell migration	46/18614	0.034059028	0.086038922	0.044147849	CYP1B1	1
BP	GO:0035272	exocrine system development	46/18614	0.034059028	0.086038922	0.044147849	FOXC1	1
BP	GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	46/18614	0.034059028	0.086038922	0.044147849	CYP1B1	1
BP	GO:0055010	ventricular cardiac muscle tissue morphogenesis	46/18614	0.034059028	0.086038922	0.044147849	FOXC1	1
BP	GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	47/18614	0.034787333	0.086449823	0.044358688	CDH2	1
BP	GO:0031018	endocrine pancreas development	47/18614	0.034787333	0.086449823	0.044358688	CDH2	1
BP	GO:0032369	negative regulation of lipid transport	47/18614	0.034787333	0.086449823	0.044358688	MIR148A	1
BP	GO:0061383	trabecula morphogenesis	47/18614	0.034787333	0.086449823	0.044358688	SRF	1
BP	GO:0070849	response to epidermal growth factor	47/18614	0.034787333	0.086449823	0.044358688	FOXC1	1
BP	GO:1901976	regulation of cell cycle checkpoint	47/18614	0.034787333	0.086449823	0.044358688	MAP3K20	1
BP	GO:0035987	endodermal cell differentiation	48/18614	0.035515129	0.087078538	0.044681291	HMGA2	1
BP	GO:0044331	cell-cell adhesion mediated by cadherin	48/18614	0.035515129	0.087078538	0.044681291	CDH2	1
BP	GO:0060976	coronary vasculature development	48/18614	0.035515129	0.087078538	0.044681291	SRF	1
BP	GO:1902003	regulation of amyloid-beta formation	48/18614	0.035515129	0.087078538	0.044681291	MIR186	1
BP	GO:2000404	regulation of T cell migration	48/18614	0.035515129	0.087078538	0.044681291	CRKL	1
BP	GO:0007528	neuromuscular junction development	49/18614	0.036242415	0.088154627	0.045233448	CRKL	1
BP	GO:0045933	positive regulation of muscle contraction	49/18614	0.036242415	0.088154627	0.045233448	SRF	1
BP	GO:0060043	regulation of cardiac muscle cell proliferation	49/18614	0.036242415	0.088154627	0.045233448	CITED2	1
BP	GO:0001974	blood vessel remodeling	50/18614	0.036969191	0.088767288	0.045547814	FOXC1	1
BP	GO:0002066	columnar/cuboidal epithelial cell development	50/18614	0.036969191	0.088767288	0.045547814	CDH2	1
BP	GO:0038084	vascular endothelial growth factor signaling pathway	50/18614	0.036969191	0.088767288	0.045547814	FOXC1	1
BP	GO:1904894	positive regulation of receptor signaling pathway via STAT	50/18614	0.036969191	0.088767288	0.045547814	CYP1B1	1
BP	GO:0042692	muscle cell differentiation	410/18614	0.036978303	0.088767288	0.045547814	CDH2/SRF	2
BP	GO:0019083	viral transcription	51/18614	0.037695459	0.089089525	0.045713158	HMGA2	1
BP	GO:0043392	negative regulation of DNA binding	51/18614	0.037695459	0.089089525	0.045713158	HMGA2	1
BP	GO:0044818	mitotic G2/M transition checkpoint	51/18614	0.037695459	0.089089525	0.045713158	CCNG1	1
BP	GO:0045058	T cell selection	51/18614	0.037695459	0.089089525	0.045713158	SRF	1
BP	GO:0051489	regulation of filopodium assembly	51/18614	0.037695459	0.089089525	0.045713158	SRF	1
BP	GO:1902895	positive regulation of miRNA transcription	51/18614	0.037695459	0.089089525	0.045713158	SRF	1
BP	GO:0003197	endocardial cushion development	52/18614	0.038421218	0.089649508	0.046000494	CITED2	1
BP	GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	52/18614	0.038421218	0.089649508	0.046000494	CDH2	1
BP	GO:0060324	face development	52/18614	0.038421218	0.089649508	0.046000494	SRF	1
BP	GO:0060425	lung morphogenesis	52/18614	0.038421218	0.089649508	0.046000494	SRF	1
BP	GO:2000677	regulation of transcription regulatory region DNA binding	52/18614	0.038421218	0.089649508	0.046000494	FOXC1	1
BP	GO:0001558	regulation of cell growth	420/18614	0.03864099	0.089743279	0.046048609	CRKL/SRF	2
BP	GO:0030099	myeloid cell differentiation	421/18614	0.038808857	0.089743279	0.046048609	SRF/CITED2	2
BP	GO:0009948	anterior/posterior axis specification	53/18614	0.039146468	0.089743279	0.046048609	SRF	1
BP	GO:0010874	regulation of cholesterol efflux	53/18614	0.039146468	0.089743279	0.046048609	MIR148A	1
BP	GO:0042572	retinol metabolic process	53/18614	0.039146468	0.089743279	0.046048609	CYP1B1	1
BP	GO:0050982	detection of mechanical stimulus	53/18614	0.039146468	0.089743279	0.046048609	CDH2	1
BP	GO:2000648	positive regulation of stem cell proliferation	53/18614	0.039146468	0.089743279	0.046048609	HMGA2	1
BP	GO:0007409	axonogenesis	427/18614	0.039822103	0.090499754	0.046436768	CDH2/SRF	2
BP	GO:0071320	cellular response to cAMP	54/18614	0.039871211	0.090499754	0.046436768	CYP1B1	1
BP	GO:0071385	cellular response to glucocorticoid stimulus	54/18614	0.039871211	0.090499754	0.046436768	CYP1B1	1
BP	GO:0097479	synaptic vesicle localization	54/18614	0.039871211	0.090499754	0.046436768	CDH2	1
BP	GO:0003229	ventricular cardiac muscle tissue development	55/18614	0.040595446	0.091017174	0.046702263	FOXC1	1
BP	GO:0034381	plasma lipoprotein particle clearance	55/18614	0.040595446	0.091017174	0.046702263	MIR148A	1
BP	GO:0050805	negative regulation of synaptic transmission	55/18614	0.040595446	0.091017174	0.046702263	SRF	1
BP	GO:1902991	regulation of amyloid precursor protein catabolic process	55/18614	0.040595446	0.091017174	0.046702263	MIR186	1
BP	GO:2000772	regulation of cellular senescence	55/18614	0.040595446	0.091017174	0.046702263	HMGA2	1
BP	GO:0019369	arachidonic acid metabolic process	56/18614	0.041319174	0.091520972	0.04696077	CYP1B1	1
BP	GO:0034205	amyloid-beta formation	56/18614	0.041319174	0.091520972	0.04696077	MIR186	1
BP	GO:0038066	p38MAPK cascade	56/18614	0.041319174	0.091520972	0.04696077	MAP3K20	1
BP	GO:0042908	xenobiotic transport	56/18614	0.041319174	0.091520972	0.04696077	MIR186	1
BP	GO:0045071	negative regulation of viral genome replication	56/18614	0.041319174	0.091520972	0.04696077	HMGA2	1
BP	GO:0001541	ovarian follicle development	57/18614	0.042042395	0.091792562	0.047100126	FOXC1	1
BP	GO:0001706	endoderm formation	57/18614	0.042042395	0.091792562	0.047100126	HMGA2	1
BP	GO:0010332	response to gamma radiation	57/18614	0.042042395	0.091792562	0.047100126	MAP3K20	1
BP	GO:0034332	adherens junction organization	57/18614	0.042042395	0.091792562	0.047100126	CDH2	1
BP	GO:0043388	positive regulation of DNA binding	57/18614	0.042042395	0.091792562	0.047100126	FOXC1	1
BP	GO:0072132	mesenchyme morphogenesis	57/18614	0.042042395	0.091792562	0.047100126	FOXC1	1
BP	GO:0010718	positive regulation of epithelial to mesenchymal transition	58/18614	0.042765109	0.092708286	0.047569998	FOXC1	1
BP	GO:0042733	embryonic digit morphogenesis	58/18614	0.042765109	0.092708286	0.047569998	MAP3K20	1
BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	58/18614	0.042765109	0.092708286	0.047569998	FOXC1	1
BP	GO:0008347	glial cell migration	59/18614	0.043487317	0.093409378	0.047929739	CRKL	1
BP	GO:0010574	regulation of vascular endothelial growth factor production	59/18614	0.043487317	0.093409378	0.047929739	CYP1B1	1
BP	GO:0002011	morphogenesis of an epithelial sheet	60/18614	0.044209019	0.093409378	0.047929739	SRF	1
BP	GO:0019748	secondary metabolic process	60/18614	0.044209019	0.093409378	0.047929739	CYP1B1	1
BP	GO:0021545	cranial nerve development	60/18614	0.044209019	0.093409378	0.047929739	CITED2	1
BP	GO:0045604	regulation of epidermal cell differentiation	60/18614	0.044209019	0.093409378	0.047929739	FOXC1	1
BP	GO:0055008	cardiac muscle tissue morphogenesis	60/18614	0.044209019	0.093409378	0.047929739	FOXC1	1
BP	GO:0060350	endochondral bone morphogenesis	60/18614	0.044209019	0.093409378	0.047929739	FOXC1	1
BP	GO:0071709	membrane assembly	60/18614	0.044209019	0.093409378	0.047929739	CDH2	1
BP	GO:0090497	mesenchymal cell migration	60/18614	0.044209019	0.093409378	0.047929739	CDH2	1
BP	GO:2000630	positive regulation of miRNA metabolic process	60/18614	0.044209019	0.093409378	0.047929739	SRF	1
BP	GO:0022029	telencephalon cell migration	61/18614	0.044930215	0.09428148	0.048377227	SRF	1
BP	GO:0060135	maternal process involved in female pregnancy	61/18614	0.044930215	0.09428148	0.048377227	CITED2	1
BP	GO:1900024	regulation of substrate adhesion-dependent cell spreading	61/18614	0.044930215	0.09428148	0.048377227	CRKL	1
BP	GO:1901987	regulation of cell cycle phase transition	457/18614	0.045040782	0.09429771	0.048385555	MAP3K20/CCNG1	2
BP	GO:0060261	positive regulation of transcription initiation by RNA polymerase II	62/18614	0.045650906	0.095357359	0.048929277	SRF	1
BP	GO:0010573	vascular endothelial growth factor production	63/18614	0.046371091	0.095747757	0.049129596	CYP1B1	1
BP	GO:0035904	aorta development	63/18614	0.046371091	0.095747757	0.049129596	SRF	1
BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	63/18614	0.046371091	0.095747757	0.049129596	MIR186	1
BP	GO:0051090	regulation of DNA-binding transcription factor activity	465/18614	0.046474335	0.095747757	0.049129596	SRF/CYP1B1	2
BP	GO:0050808	synapse organization	466/18614	0.046654744	0.095747757	0.049129596	CRKL/CDH2	2
BP	GO:0044772	mitotic cell cycle phase transition	467/18614	0.046835421	0.095747757	0.049129596	MAP3K20/CCNG1	2
BP	GO:0006303	double-strand break repair via nonhomologous end joining	64/18614	0.047090773	0.095747757	0.049129596	HMGA2	1
BP	GO:0006940	regulation of smooth muscle contraction	64/18614	0.047090773	0.095747757	0.049129596	SRF	1
BP	GO:0021885	forebrain cell migration	64/18614	0.047090773	0.095747757	0.049129596	SRF	1
BP	GO:0044091	membrane biogenesis	64/18614	0.047090773	0.095747757	0.049129596	CDH2	1
BP	GO:0071384	cellular response to corticosteroid stimulus	64/18614	0.047090773	0.095747757	0.049129596	CYP1B1	1
BP	GO:1905953	negative regulation of lipid localization	64/18614	0.047090773	0.095747757	0.049129596	MIR148A	1
BP	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	65/18614	0.047809949	0.096780847	0.049659689	CCNG1	1
BP	GO:0050435	amyloid-beta metabolic process	65/18614	0.047809949	0.096780847	0.049659689	MIR186	1
BP	GO:0001655	urogenital system development	66/18614	0.048528622	0.097375813	0.049964975	CRKL	1
BP	GO:0001756	somitogenesis	66/18614	0.048528622	0.097375813	0.049964975	FOXC1	1
BP	GO:0006949	syncytium formation	66/18614	0.048528622	0.097375813	0.049964975	CCNG1	1
BP	GO:0030219	megakaryocyte differentiation	66/18614	0.048528622	0.097375813	0.049964975	SRF	1
BP	GO:0031667	response to nutrient levels	477/18614	0.04865686	0.097419957	0.049987626	SRF/CYP1B1	2
BP	GO:0061564	axon development	479/18614	0.049024325	0.097449748	0.050002913	CDH2/SRF	2
BP	GO:0045682	regulation of epidermis development	67/18614	0.049246791	0.097449748	0.050002913	FOXC1	1
BP	GO:1902750	negative regulation of cell cycle G2/M phase transition	67/18614	0.049246791	0.097449748	0.050002913	CCNG1	1
BP	GO:0045785	positive regulation of cell adhesion	482/18614	0.049577492	0.097449748	0.050002913	CRKL/CITED2	2
BP	GO:0051051	negative regulation of transport	483/18614	0.049762404	0.097449748	0.050002913	MIR186/MIR148A	2
BP	GO:0035914	skeletal muscle cell differentiation	68/18614	0.049964457	0.097449748	0.050002913	CITED2	1
BP	GO:0042987	amyloid precursor protein catabolic process	68/18614	0.049964457	0.097449748	0.050002913	MIR186	1
BP	GO:0048645	animal organ formation	68/18614	0.049964457	0.097449748	0.050002913	CITED2	1
BP	GO:0055021	regulation of cardiac muscle tissue growth	68/18614	0.049964457	0.097449748	0.050002913	CITED2	1
BP	GO:1902893	regulation of miRNA transcription	68/18614	0.049964457	0.097449748	0.050002913	SRF	1
BP	GO:2000144	positive regulation of DNA-templated transcription initiation	68/18614	0.049964457	0.097449748	0.050002913	SRF	1
BP	GO:2000401	regulation of lymphocyte migration	68/18614	0.049964457	0.097449748	0.050002913	CRKL	1
CC	GO:0000792	heterochromatin	81/19518	0.001288045	0.037517864	0.025791013	HMGA2/FOXC1	2
CC	GO:0016442	RISC complex	413/19518	0.002297012	0.037517864	0.025791013	MIR186/MIR148A/MIR335	3
CC	GO:0031332	RNAi effector complex	413/19518	0.002297012	0.037517864	0.025791013	MIR186/MIR148A/MIR335	3
CC	GO:0019897	extrinsic component of plasma membrane	147/19518	0.004161642	0.05098011	0.035045403	CRKL/CDH2	2
CC	GO:0099243	extrinsic component of synaptic membrane	12/19518	0.007965645	0.078063316	0.053663289	CRKL	1
CC	GO:0045211	postsynaptic membrane	277/19518	0.014119101	0.093197948	0.064067332	CRKL/CDH2	2
CC	GO:0019898	extrinsic component of membrane	288/19518	0.015202048	0.093197948	0.064067332	CRKL/CDH2	2
CC	GO:0016327	apicolateral plasma membrane	23/19518	0.015215991	0.093197948	0.064067332	CDH2	1
CC	GO:0030057	desmosome	27/19518	0.017840331	0.097130692	0.06677083	CDH2	1
CC	GO:0016342	catenin complex	31/19518	0.020458214	0.099859315	0.068646576	CDH2	1
CC	GO:0048787	presynaptic active zone membrane	34/19518	0.022417397	0.099859315	0.068646576	CDH2	1
CC	GO:0097060	synaptic membrane	390/19518	0.026856542	0.109664212	0.075386784	CRKL/CDH2	2
CC	GO:0000307	cyclin-dependent protein kinase holoenzyme complex	50/19518	0.032805426	0.114818992	0.078930349	CCNG1	1
CC	GO:0014704	intercalated disc	50/19518	0.032805426	0.114818992	0.078930349	CDH2	1
CC	GO:0044291	cell-cell contact zone	72/19518	0.046922643	0.137084106	0.09423612	CDH2	1
CC	GO:0030864	cortical actin cytoskeleton	73/19518	0.047559792	0.137084106	0.09423612	CDH2	1
CC	GO:0031594	neuromuscular junction	73/19518	0.047559792	0.137084106	0.09423612	CRKL	1
MF	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	348/18369	2.69E-06	0.000156226	5.95E-05	CRKL/HMGA2/SRF/CITED2/FOXC1	5
MF	GO:0140297	DNA-binding transcription factor binding	478/18369	1.27E-05	0.000366928	0.000139846	CRKL/HMGA2/SRF/CITED2/FOXC1	5
MF	GO:0008301	"DNA binding, bending"	18/18369	7.03E-05	0.001358941	0.000517927	HMGA2/FOXC1	2
MF	GO:1903231	mRNA base-pairing translational repressor activity	273/18369	0.000831543	0.010878736	0.004146161	MIR186/MIR148A/MIR335	3
